7.80469 ; 8.4506 ; 3.32604 ; -1.35022
7.70682 ; 2.04044 ; 3.5739 ; -2.26905
7.58084 ; 2.92812 ; 3.8989 ; -3.69003
2.81229 ; 2.20086 ; -2.28624 ; -2.35253
8.90929 ; 7.89553 ; 1.03261 ; 1.82203
2.85536 ; 2.13129 ; -2.33753 ; -2.22769
8.21336 ; 7.68124 ; 2.9677 ; 2.7054
8.46345 ; 1.72656 ; 2.10375 ; -0.924744
6.29607 ; 2.4459 ; 4.8808 ; -3.12357
7.88712 ; 7.39001 ; 3.51029 ; 3.26185
7.45704 ; 8.40354 ; 3.87943 ; 0.574179
2.23407 ; 7.7509 ; 0.617587 ; 1.90455
4.4422 ; 5.73457 ; -4.68347 ; -5.36238
7.5766 ; 2.8627 ; -4.75086 ; -3.49917
4.50707 ; 4.04733 ; 5.17076 ; -4.94327
2.54108 ; 6.81003 ; 2.3109 ; 3.83855
3.77558 ; 4.17932 ; -4.02994 ; -4.83303
8.02866 ; 6.69217 ; 3.4451 ; 4.04643
8.27799 ; 8.18179 ; 2.57894 ; 1.33695
8.47193 ; 6.80959 ; -3.36988 ; 3.90189
8.45827 ; 7.8269 ; 2.46008 ; 2.32611
2.97165 ; 7.66899 ; -2.66013 ; 2.64246
7.971 ; 7.38726 ; 3.40171 ; 3.24601
2.23212 ; 7.49209 ; 0.114444 ; 2.56821
4.34402 ; 6.9898 ; -4.42259 ; 3.86517
5.87281 ; 2.14859 ; 5.14667 ; -2.45544
9.08035 ; 2.72759 ; 0.468458 ; -3.07283
8.9769 ; 2.55756 ; 1.10672 ; -2.76737
2.74117 ; 2.0704 ; -2.03026 ; -2.0043
2.57947 ; 7.95712 ; 2.01592 ; -4.20066
7.51939 ; 7.40764 ; 3.93649 ; 3.29923
8.56367 ; 3.30511 ; 2.51414 ; -3.97495
7.64941 ; 7.16272 ; 3.83676 ; 3.6004
7.96056 ; 1.7476 ; 3.06523 ; 1.91822
4.23487 ; 3.79814 ; -4.44315 ; -4.61443
8.06457 ; 2.63551 ; 3.24568 ; -3.24702
5.16509 ; 4.16852 ; -5.07741 ; -4.95681
3.6927 ; 2.89741 ; -3.82798 ; -3.69971
3.38298 ; 7.54628 ; -3.33354 ; 2.99087
5.96812 ; 1.77866 ; -5.77545 ; 0.876221
3.13723 ; 1.79358 ; -2.67002 ; -1.39478
3.34892 ; 7.49416 ; -3.28902 ; 3.0592
2.32178 ; 1.99852 ; -0.0909023 ; -1.27175
3.02603 ; 3.25534 ; -2.9946 ; -3.98309
3.42801 ; 8.16675 ; -3.22483 ; 1.61526
3.64197 ; 3.01693 ; -3.78661 ; -3.82663
8.42772 ; 2.38023 ; 2.58474 ; -2.73066
3.72287 ; 2.88142 ; -3.85838 ; -3.66494
4.36087 ; 4.53457 ; -4.58574 ; -5.05202
8.49176 ; 2.17318 ; 2.35378 ; -2.30722
3.79771 ; 3.26585 ; -3.99022 ; -4.10943
8.49958 ; 2.21473 ; 2.36193 ; -2.3872
3.25111 ; 2.68322 ; -3.23795 ; -3.33771
2.97206 ; 7.73589 ; -2.63098 ; 2.52
8.79443 ; 7.57626 ; -0.577631 ; -4.95771
3.68893 ; 7.9446 ; -3.63272 ; 2.30088
8.17528 ; 2.28005 ; 2.97008 ; -2.65635
3.5709 ; 7.47101 ; -3.59073 ; 3.14736
8.29541 ; 2.33784 ; 2.79717 ; -2.7162
