8.14922 ; 4.20341 ; -1.9165 ; -4.82896
8.58279 ; 3.63961 ; -1.55752 ; 4.54308
8.61775 ; 3.3044 ; -1.49863 ; 0.951036
3.12237 ; 2.41365 ; 6.67349 ; 5.73004
6.03187 ; 7.22025 ; -3.18202 ; -5.88166
3.07296 ; 2.49293 ; 6.03073 ; 6.53827
8.30548 ; 6.63521 ; -3.71953 ; -2.48419
7.73373 ; 4.19627 ; -3.44562 ; 6.2455
8.13544 ; 2.51938 ; 1.11388 ; 4.64874
8.57071 ; 7.98702 ; -2.20039 ; -3.37109
8.64109 ; 5.02056 ; -1.19745 ; -4.76764
6.10965 ; 7.22004 ; 4.90021 ; -4.18658
2.89952 ; 3.07861 ; -0.300195 ; -2.41948
3.88801 ; 2.06056 ; -2.96227 ; 3.04745
7.58723 ; 2.55676 ; 2.6635 ; -0.719095
6.89148 ; 8.01238 ; 3.93701 ; -1.55604
2.726 ; 2.62861 ; 1.50633 ; -1.08904
8.75457 ; 7.47602 ; -3.85547 ; -0.31749
6.83134 ; 5.18218 ; -2.12228 ; -2.65646
4.21971 ; 7.54617 ; -3.3979 ; -1.20923
8.37995 ; 7.70271 ; -5.58082 ; -6.02166
2.87846 ; 7.77664 ; 5.77899 ; -4.48495
8.35944 ; 8.00644 ; -2.25763 ; -3.40745
5.93139 ; 7.21137 ; 5.4625 ; -2.58145
3.30352 ; 8.02918 ; -0.313028 ; -1.84694
8.12857 ; 3.49542 ; 1.3963 ; 4.75901
5.45925 ; 2.20304 ; -3.51689 ; 3.091
6.38796 ; 3.34018 ; -5.88421 ; 1.77249
3.26387 ; 2.61462 ; 6.91513 ; 6.71778
6.10001 ; 3.81336 ; 3.64541 ; -4.3244
8.56284 ; 7.34394 ; -1.03312 ; -2.45737
6.84607 ; 2.15633 ; -3.31123 ; 0.822947
8.5585 ; 7.93745 ; -1.32357 ; -2.1396
8.74493 ; 6.09614 ; -4.10936 ; 3.198
2.91052 ; 2.44065 ; -0.0577573 ; -0.58902
